hashing,magic,majorLinkerVersion,minorLinkerVerison,SizeOfCode,SizeOfInitializedData,SizeOfUnitializedData,AddressOfEntryPoint, BaseOfCode: ,BaseOfData:,ImageBase:,SectionAlignment,FileAlignment:,MajorOperatingSystemVersion, MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion:,MajorSubsystemVersion,MinorSubsystemVersion:,Reserved1,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,,Name,Misc,Misc_PhysicalAddress,Misc_VirtualSize,VirtualAddress,SizeOfRawData,PointerToRawData,PointerToRelocations,PointerToLinenumbers,NumberOfRelocations,NumberOfLinenumbers,Characteristics,,Name,Misc,Misc_PhysicalAddress,Misc_VirtualSize,VirtualAddress,SizeOfRawData,PointerToRawData,PointerToRelocations,PointerToLinenumbers,NumberOfRelocations,NumberOfLinenumbers,Characteristics,,Name,Misc,Misc_PhysicalAddress,Misc_VirtualSize,VirtualAddress,SizeOfRawData,PointerToRawData,PointerToRelocations,PointerToLinenumbers,NumberOfRelocations,NumberOfLinenumbers,Characteristics,,Name,Misc,Misc_PhysicalAddress,Misc_VirtualSize,VirtualAddress,SizeOfRawData,PointerToRawData,PointerToRelocations,PointerToLinenumbers,NumberOfRelocations,NumberOfLinenumbers,Characteristics,,Name,Misc,Misc_PhysicalAddress,Misc_VirtualSize,VirtualAddress,SizeOfRawData,PointerToRawData,PointerToRelocations,PointerToLinenumbers,NumberOfRelocations,NumberOfLinenumbers,Characteristics,Type
00665b36d7b75b896d3f45bb99f0fcf93461023cacc7d83113cf5661725c1371, 0x10B, 0xE, 0xA, 0x2E400, 0xA7A200, 0x0, 0x2A850, 0x1000, 0x30000, 0x400000, 0x1000, 0x200, 0xA, 0x0, 0xA, 0x0, 0x6, 0x1, 0x0, 0xAB0000, 0x400, 0x1190978, 0x2, 0xC140, 0x40000, 0x2000, 0x100000, 0x1000, 0x0, 0x10, , .text, 0x2E224, 0x2E224, 0x2E224, 0x1000, 0x2E400, 0x400, 0x0, 0x0, 0x0, 0x0, 0x60000020, , .data, 0x2D28, 0x2D28, 0x2D28, 0x30000, 0x800, 0x2E800, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .idata, 0x230A, 0x230A, 0x230A, 0x33000, 0x2400, 0x2F000, 0x0, 0x0, 0x0, 0x0, 0x40000040, , .boxload, 0x40, 0x40, 0x40, 0x36000, 0x200, 0x31400, 0x0, 0x0, 0x0, 0x0, 0x40000040, , .rsrc, 0xA75000, 0xA75000, 0xA75000, 0x37000, 0xA74200, 0x31600, 0x0, 0x0, 0x0, 0x0, 0x40000040,0
006f0d7ffa9122a3c6e81588e0f01546b85ae4c7b869fda9b345f03e6f2421ef, 0x10B, 0x2, 0x19, 0x9400, 0x3C00, 0x0, 0x9C40, 0x1000, 0xB000, 0x400000, 0x1000, 0x200, 0x1, 0x0, 0x6, 0x0, 0x4, 0x0, 0x0, 0x14000, 0x400, 0x0, 0x2, 0x8000, 0x100000, 0x4000, 0x100000, 0x1000, 0x0, 0x10, , CODE, 0x9364, 0x9364, 0x9364, 0x1000, 0x9400, 0x400, 0x0, 0x0, 0x0, 0x0, 0x60000020, , DATA, 0x24C, 0x24C, 0x24C, 0xB000, 0x400, 0x9800, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , BSS, 0xE88, 0xE88, 0xE88, 0xC000, 0x0, 0x9C00, 0x0, 0x0, 0x0, 0x0, 0xC0000000, , .idata, 0x950, 0x950, 0x950, 0xD000, 0xA00, 0x9C00, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .tls, 0x8, 0x8, 0x8, 0xE000, 0x0, 0xA600, 0x0, 0x0, 0x0, 0x0, 0xC0000000,0
009997e531dc3f4f5c02ed2de7cfa06de6cf66d6945899646d0a1aa60f3187c0, 0x10B, 0x6, 0x0, 0x197000, 0x11000, 0x0, 0x71C4, 0x1000, 0x198000, 0x400000, 0x1000, 0x1000, 0x4, 0x0, 0x0, 0x0, 0x4, 0x0, 0x0, 0x1A9000, 0x1000, 0x1A78E2, 0x2, 0x0, 0x100000, 0x1000, 0x100000, 0x1000, 0x0, 0x10, , .text, 0x1962AC, 0x1962AC, 0x1962AC, 0x1000, 0x197000, 0x1000, 0x0, 0x0, 0x0, 0x0, 0x60000020, , .data, 0xFC70, 0xFC70, 0xFC70, 0x198000, 0x1000, 0x198000, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .rsrc, 0x468, 0x468, 0x468, 0x1A8000, 0x1000, 0x199000, 0x0, 0x0, 0x0, 0x0, 0x40000040, , ,,,,,,,,,,,,,,,,,,,,,,,,,0
009df87cd1f5ac014d89d16c3fd9854eb1c53447932115bd650cea1bf3db5e30, 0x10B, 0x9, 0x0, 0x14200, 0xB200, 0x0, 0x8874, 0x1000, 0x16000, 0x400000, 0x1000, 0x200, 0x5, 0x0, 0x0, 0x0, 0x5, 0x0, 0x0, 0x24000, 0x400, 0x2D1DB, 0x2, 0x8140, 0x100000, 0x1000, 0x100000, 0x1000, 0x0, 0x10, , .text, 0x14135, 0x14135, 0x14135, 0x1000, 0x14200, 0x400, 0x0, 0x0, 0x0, 0x0, 0x60000020, , .rdata, 0x4380, 0x4380, 0x4380, 0x16000, 0x4400, 0x14600, 0x0, 0x0, 0x0, 0x0, 0x40000040, , .data, 0x3F4C, 0x3F4C, 0x3F4C, 0x1B000, 0x2400, 0x18A00, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .rsrc, 0x2B70, 0x2B70, 0x2B70, 0x1F000, 0x2C00, 0x1AE00, 0x0, 0x0, 0x0, 0x0, 0x40000040, , .reloc, 0x1DD4, 0x1DD4, 0x1DD4, 0x22000, 0x1E00, 0x1DA00, 0x0, 0x0, 0x0, 0x0, 0x42000040,0
00b39e152ec2f569424596049b35917c7b767b16132f63a0330ccc3b89c7f188, 0x10B, 0x2, 0x19, 0x9E00, 0x72200, 0x0, 0xA5F8, 0x1000, 0xB000, 0x400000, 0x1000, 0x200, 0x1, 0x0, 0x6, 0x0, 0x4, 0x0, 0x0, 0x83000, 0x400, 0x15587D4, 0x2, 0x8000, 0x100000, 0x4000, 0x100000, 0x1000, 0x0, 0x10, , CODE, 0x9D30, 0x9D30, 0x9D30, 0x1000, 0x9E00, 0x400, 0x0, 0x0, 0x0, 0x0, 0x60000020, , DATA, 0x250, 0x250, 0x250, 0xB000, 0x400, 0xA200, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , BSS, 0xE90, 0xE90, 0xE90, 0xC000, 0x0, 0xA600, 0x0, 0x0, 0x0, 0x0, 0xC0000000, , .idata, 0x950, 0x950, 0x950, 0xD000, 0xA00, 0xA600, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .tls, 0x8, 0x8, 0x8, 0xE000, 0x0, 0xB000, 0x0, 0x0, 0x0, 0x0, 0xC0000000,0
00b7c7143761c72cd5ffa430bf6ec6c4a8841a6a78e9acfde01e9dbb871339a2, 0x10B, 0x2, 0x19, 0xC400, 0x3800, 0x0, 0x1000, 0x1000, 0xE000, 0x400000, 0x1000, 0x200, 0x1, 0x0, 0x0, 0x0, 0x3, 0xA, 0x0, 0x1B000, 0x400, 0x1690F7, 0x2, 0x0, 0x100000, 0x2000, 0x100000, 0x1000, 0x0, 0x10, , CODE, 0xD000, 0xD000, 0xD000, 0x1000, 0xC400, 0x600, 0x0, 0x0, 0x0, 0x0, 0x60000020, , DATA, 0x8000, 0x8000, 0x8000, 0xE000, 0x1A00, 0xCA00, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .idata, 0x1000, 0x1000, 0x1000, 0x16000, 0xE00, 0xE400, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .edata, 0x1000, 0x1000, 0x1000, 0x17000, 0x200, 0xF200, 0x0, 0x0, 0x0, 0x0, 0x40000040, , .reloc, 0x1000, 0x1000, 0x1000, 0x18000, 0xE00, 0xF400, 0x0, 0x0, 0x0, 0x0, 0x50000040,0
00ef241bf92c761a1a911b626d38108545f5cf250d900eb419fbd99fb2df3041, 0x10B, 0x9, 0x0, 0x3E00, 0x1800, 0x0, 0x3EDB, 0x1000, 0x5000, 0x1000000, 0x1000, 0x200, 0x6, 0x1, 0x6, 0x1, 0x6, 0x1, 0x0, 0x8000, 0x400, 0x53BB, 0x3, 0x8140, 0x40000, 0x2000, 0x100000, 0x1000, 0x0, 0x10, , .text, 0x3CDE, 0x3CDE, 0x3CDE, 0x1000, 0x3E00, 0x400, 0x0, 0x0, 0x0, 0x0, 0x60000020, , .data, 0x9A8, 0x9A8, 0x9A8, 0x5000, 0x200, 0x4200, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .rsrc, 0x948, 0x948, 0x948, 0x6000, 0xA00, 0x4400, 0x0, 0x0, 0x0, 0x0, 0x40000040, , .reloc, 0x316, 0x316, 0x316, 0x7000, 0x400, 0x4E00, 0x0, 0x0, 0x0, 0x0, 0x42000040, , ,,,,,,,,,,,,0
01090324565d0c453fb6a5cc95f5b0b49353184cc475e301391032296f590cac, 0x10B, 0x6, 0x0, 0x45000, 0x81000, 0x0, 0x22D69, 0x1000, 0x46000, 0x400000, 0x1000, 0x1000, 0x4, 0x0, 0x0, 0x0, 0x4, 0x0, 0x0, 0xC9000, 0x1000, 0x0, 0x2, 0x0, 0x100000, 0x1000, 0x100000, 0x1000, 0x0, 0x10, , .text, 0x44B52, 0x44B52, 0x44B52, 0x1000, 0x45000, 0x1000, 0x0, 0x0, 0x0, 0x0, 0x60000020, , .rdata, 0x5A50, 0x5A50, 0x5A50, 0x46000, 0x6000, 0x46000, 0x0, 0x0, 0x0, 0x0, 0x40000040, , .data, 0x742C, 0x742C, 0x742C, 0x4C000, 0x6000, 0x4C000, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .rsrc, 0x74698, 0x74698, 0x74698, 0x54000, 0x75000, 0x52000, 0x0, 0x0, 0x0, 0x0, 0x40000040, , ,,,,,,,,,,,,0
010990b2459a598d1bab97167fe23d0777f282f32e4ff2f86cf08b0808f68ca9, 0x10B, 0x2, 0x19, 0xFE00, 0x56400, 0x0, 0x113BC, 0x1000, 0x12000, 0x400000, 0x1000, 0x200, 0x5, 0x0, 0x6, 0x0, 0x5, 0x0, 0x0, 0x71000, 0x400, 0x2996D82, 0x2, 0x8000, 0x100000, 0x4000, 0x100000, 0x1000, 0x0, 0x10, , .text, 0xF12C, 0xF12C, 0xF12C, 0x1000, 0xF200, 0x400, 0x0, 0x0, 0x0, 0x0, 0x60000020, , .itext, 0xB44, 0xB44, 0xB44, 0x11000, 0xC00, 0xF600, 0x0, 0x0, 0x0, 0x0, 0x60000020, , .data, 0xC88, 0xC88, 0xC88, 0x12000, 0xE00, 0x10200, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .bss, 0x56B4, 0x56B4, 0x56B4, 0x13000, 0x0, 0x11000, 0x0, 0x0, 0x0, 0x0, 0xC0000000, , .idata, 0xDD0, 0xDD0, 0xDD0, 0x19000, 0xE00, 0x11000, 0x0, 0x0, 0x0, 0x0, 0xC0000040,0
010fac2f4d6b39cf9a30630fbab657e79173724150cb4f034615970493b0a3c2, 0x10B, 0xA, 0x0, 0x39000, 0x46600, 0x0, 0x2813A, 0x1000, 0x3A000, 0x400000, 0x1000, 0x200, 0x5, 0x1, 0x0, 0x0, 0x5, 0x1, 0x0, 0x86000, 0x400, 0xFB0E3, 0x2, 0x8140, 0x100000, 0x1000, 0x100000, 0x1000, 0x0, 0x10, , .text, 0x38F74, 0x38F74, 0x38F74, 0x1000, 0x39000, 0x400, 0x0, 0x0, 0x0, 0x0, 0x60000020, , .rdata, 0x19E1C, 0x19E1C, 0x19E1C, 0x3A000, 0x1A000, 0x39400, 0x0, 0x0, 0x0, 0x0, 0x40000040, , .data, 0x30C0, 0x30C0, 0x30C0, 0x54000, 0x1000, 0x53400, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .wixburn, 0x38, 0x38, 0x38, 0x58000, 0x200, 0x54400, 0x0, 0x0, 0x0, 0x0, 0x40000040, , .tls, 0x9, 0x9, 0x9, 0x59000, 0x200, 0x54600, 0x0, 0x0, 0x0, 0x0, 0xC0000040,0
0119247be3c7707b1421dc5de6457eae359ac7c493daaf0e68d3288e8a2296b8, 0x10B, 0x2, 0x19, 0x9400, 0xC400, 0x0, 0x9C40, 0x1000, 0xB000, 0x400000, 0x1000, 0x200, 0x1, 0x0, 0x6, 0x0, 0x4, 0x0, 0x0, 0x1D000, 0x400, 0x0, 0x2, 0x8000, 0x100000, 0x4000, 0x100000, 0x1000, 0x0, 0x10, , CODE, 0x9364, 0x9364, 0x9364, 0x1000, 0x9400, 0x400, 0x0, 0x0, 0x0, 0x0, 0x60000020, , DATA, 0x24C, 0x24C, 0x24C, 0xB000, 0x400, 0x9800, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , BSS, 0xE88, 0xE88, 0xE88, 0xC000, 0x0, 0x9C00, 0x0, 0x0, 0x0, 0x0, 0xC0000000, , .idata, 0x950, 0x950, 0x950, 0xD000, 0xA00, 0x9C00, 0x0, 0x0, 0x0, 0x0, 0xC0000040, , .tls, 0x8, 0x8, 0x8, 0xE000, 0x0, 0xA600, 0x0, 0x0, 0x0, 0x0, 0xC0000000,0
01235c546f0b7c5c5316cab5523b4dfcf074c7a6470eace46ba0d7768272e0ea, 0x10B, 0x8, 0x0, 0xAF000, 0xF0000, 0x0, 0x85EA5, 0x1000, 0xB0000, 0x400000, 0x1000, 0x1000, 0x4, 0x0, 0x0, 0x0, 0x4, 0x0, 0x0, 0x1A5000, 0x1000, 0x1A7820, 0x2, 0x0, 0x100000, 0x1000, 0x100000, 0x1000, 0x0, 0x10, , .text, 0xA7885, 0xA7885, 0xA7885, 0x1000, 0xA8000, 0x1000, 0x0, 0x0, 0x0, 0x0, 0x60000020, , EPCL_TEX, 0x3BB3, 0x3BB3, 0x3BB3, 0xA9000, 0x4000, 0xA9000, 0x0, 0x0, 0x0, 0x0, 0x60000020, , EPCL_SET, 0x8C7, 0x8C7, 0x8C7, 0xAD000, 0x1000, 0xAD000, 0x0, 0x0, 0x0, 0x0, 0x60000020, , EPCL_TES, 0x782, 0x782, 0x782, 0xAE000, 0x1000, 0xAE000, 0x0, 0x0, 0x0, 0x0, 0x60000020, , EPCL_INI, 0x113, 0x113, 0x113, 0xAF000, 0x1000, 0xAF000, 0x0, 0x0, 0x0, 0x0, 0x60000020,0
