label, filename, nodePair, NumberPacketsIn, NumberPacketsOut, Payload Length, protocol, avgTimeInterval
0,120,174.54.240.232;192.168.4.2,3,3,352.8333333,17,10.27698382
0,120,71.83.38.113;192.168.4.2,1,1,94.5,17,0.000250936
0,120,192.168.4.2;74.177.37.54,1,1,94.5,17,0.018185496
0,120,99.113.98.242;192.168.4.2,1,1,94.5,17,0.000231028
0,120,24.154.81.64;192.168.4.2,1,1,94.5,17,0.0001719
0,120,69.207.114.112;192.168.4.2,1,1,432,17,0.000233531
0,120,84.98.120.54;192.168.4.2,1,1,94.5,17,0.000340939
0,120,192.168.4.2;72.94.147.86,1,1,94.5,17,0.016799927
0,120,118.5.252.150;192.168.4.2,7,7,246.0714286,17,129.4491123
0,120,98.119.52.143;192.168.4.2,2,2,263.25,17,0.000527263
0,120,192.168.4.2;70.77.244.92,4,4,200.5,17,270.1087353
0,120,192.168.4.2;96.242.26.51,4,4,183,17,270.083747
0,120,192.168.4.2;84.196.157.251,4,4,183,17,270.0557119
0,120,192.168.4.2;124.180.78.107,2,2,183,17,1.381628752
0,120,192.168.4.2;68.4.233.135,4,4,183,17,270.19738
0,120,192.168.4.2;121.45.226.240,5,3,134.125,17,294.0520334
0,120,192.168.4.2;72.252.13.66,2,0,84.5,17,0.012696505
0,120,192.168.4.2;114.91.221.34,6,6,160.6666667,17,180.0737241
0,120,80.14.155.78;192.168.4.2,2,2,305.5,17,12.57096952
0,120,192.168.4.2;72.51.153.52,3,3,183,17,364.909588
0,120,67.9.45.189;192.168.4.2,2,2,306,17,12.64186829
0,120,192.168.4.2;74.90.233.249,4,4,183,17,273.685258
0,120,192.168.4.2;99.238.203.78,6,3,123.7777778,17,241.6087368
0,120,192.168.4.2;76.18.138.40,5,5,183,17,218.5586161
0,120,192.168.4.2;76.231.165.140,3,3,183,17,362.43394
0,120,192.168.4.2;71.188.8.34,5,0,87.4,17,434.9254944
0,120,192.168.4.2;77.250.112.246,5,0,87.4,17,434.8543862
0,120,192.168.4.2;96.26.209.145,5,0,87.4,17,434.9864222
0,120,192.168.4.2;98.239.112.113,5,0,87.4,17,433.8990792
0,120,192.168.4.2;24.203.3.8,5,0,87.4,17,434.0006412
0,120,192.168.4.2;173.80.122.134,4,0,84.5,17,536.1213965
0,120,192.168.4.2;71.195.229.94,5,0,87.4,17,437.8261826
0,120,192.168.4.2;94.64.165.70,4,4,155.125,17,273.0275314
0,120,192.168.4.2;98.238.228.167,3,3,183,17,362.4092652
0,120,192.168.4.2;69.133.158.232,5,2,111,17,328.6573483
0,120,192.168.4.2;68.100.181.60,3,3,183,17,364.813952
0,120,192.168.4.2;99.238.198.230,1,1,183,17,0.023683548
0,120,192.168.4.2;68.12.137.201,1,1,183,17,0.018971443
0,120,192.168.4.2;74.194.64.170,1,1,183,17,0.032688498
0,120,192.168.4.2;96.225.64.209,1,1,183,17,0.02046454
0,120,192.168.4.2;71.217.43.114,1,1,183,17,0.104025006
0,120,192.168.4.2;115.131.202.105,1,1,77.5,9,0.296139598
0,120,192.168.4.2;119.105.214.174,1,1,259.5,17,0.104181528
0,120,89.157.192.24;192.168.4.2,2,2,309.75,17,7.668428957
0,120,192.168.4.2;70.29.255.18,1,1,183,17,0.044039011
0,120,192.168.4.2;24.127.29.43,1,1,183,17,0.019608974
0,120,192.168.4.2;71.214.211.111,2,2,127.25,17,537.1133277
0,120,192.168.4.2;98.218.244.211,1,0,99,17,0
0,120,192.168.4.2;71.231.241.102,2,2,127.25,17,537.1288447
0,120,192.168.4.2;68.40.103.238,1,1,183,17,0.025061011
0,120,192.168.4.2;24.124.86.190,1,0,99,17,0
0,120,192.168.4.2;61.126.181.240,2,2,127.25,17,547.3368533
0,120,192.168.4.2;124.148.44.136,1,1,183,17,0.140618086
0,120,213.213.229.151;192.168.4.2,3,3,207,17,463.6732394
0,120,192.168.4.2;78.144.72.234,1,0,99,17,0
0,120,121.115.33.138;192.168.4.2,14,14,143.0714286,17,76.57693372
0,120,192.168.4.2;84.231.54.206,4,4,183,17,266.9547713
0,120,192.168.4.2;80.195.129.186,7,6,176.5384615,17,174.7154572
0,120,192.168.4.2;82.225.59.22,2,2,183,17,535.0821152
0,120,192.168.4.2;75.131.200.67,1,1,183,17,0.025241017
0,120,192.168.4.2;99.100.31.53,1,1,183,17,0.065129995
0,120,192.168.4.2;97.90.140.207,5,0,87.4,17,432.9664686
0,120,192.168.4.2;124.169.207.198,1,0,99,17,0
0,120,192.168.4.2;68.62.1.151,2,2,127.25,17,508.367096
0,120,192.168.4.2;98.195.208.163,1,1,183,17,0.040215492
0,120,192.168.4.2;108.7.73.82,1,1,183,17,0.02017498
0,120,192.168.4.2;24.91.237.149,1,1,183,17,0.021140456
0,120,192.168.4.2;65.60.251.42,1,1,183,17,0.11431706
0,120,192.168.4.2;24.69.118.87,1,1,183,17,0.051877499
0,120,192.168.4.2;24.122.255.107,1,0,99,17,0
0,120,192.168.4.2;83.83.22.95,1,0,99,17,0
0,120,192.168.4.2;174.60.144.63,1,1,183,17,0.022021532
0,120,192.168.4.2;50.53.112.129,1,1,183,17,0.05170095
0,120,192.168.4.2;70.75.255.107,1,0,99,17,0
0,120,192.168.4.2;24.66.136.41,1,1,183,17,0.073076487
0,120,192.168.4.2;98.141.31.78,1,1,113,9,0.027541518
0,120,192.168.4.2;70.133.157.21,1,0,99,17,0
0,120,192.168.4.2;218.228.89.165,1,1,94.5,17,0.123103976
0,120,192.168.4.2;75.109.112.117,1,1,94.5,17,0.042991519
0,120,96.36.58.235;192.168.4.2,1,1,432,17,0.000275493
0,120,192.168.4.2;96.245.19.171,1,1,183,17,0.018268585
0,120,192.168.4.2;70.173.20.224,1,1,183,17,0.037537932
0,120,192.168.4.2;174.31.138.126,1,1,183,17,0.049097538
0,120,192.168.4.2;74.44.92.24,1,1,183,17,0.166680455
0,120,192.168.4.2;217.155.128.78,1,1,183,17,0.883098483
0,120,192.168.4.2;76.65.139.214,1,1,183,17,0.043274999
0,120,192.168.4.2;190.213.245.67,1,0,99,17,0
0,120,192.168.4.2;98.94.111.105,1,0,99,17,0
0,120,192.168.4.2;98.69.192.216,1,0,99,17,0
0,120,192.168.4.2;124.188.85.129,1,0,99,17,0
0,120,71.226.148.18;192.168.4.2,1,1,94.5,17,0.00018096
0,120,78.223.101.66;192.168.4.2,2,2,263.25,17,591.1363587
0,120,192.168.4.2;81.71.89.85,1,0,99,17,0
0,120,90.12.205.45;192.168.4.2,2,2,305.25,17,12.64530176
0,120,24.1.223.225;192.168.4.2,2,2,432,17,621.1453252
0,120,192.168.4.2;50.80.111.146,1,1,86,17,0.010896444
0,120,192.168.4.2;69.115.155.114,4,4,94.5,17,267.206866
0,120,192.168.4.2;24.251.88.84,4,0,77.25,17,51.17665654
0,120,192.168.4.2;188.126.70.169,5,0,87.4,17,431.1882194
0,120,192.168.4.2;70.73.121.242,4,4,155.125,17,269.5008833
0,120,192.168.4.2;109.126.80.113,3,3,183,17,361.777126
0,120,192.168.4.2;108.66.125.8,1,1,183,17,0.180799007
0,120,192.168.4.2;99.22.63.83,1,1,259.5,17,0.042596936
0,120,192.168.4.2;110.174.189.117,1,1,183,17,0.1394701
0,120,192.168.4.2;70.72.206.12,1,0,99,17,0
0,120,192.168.4.2;99.228.191.88,1,0,99,17,0
0,120,99.66.246.49;192.168.4.2,1,1,432,17,0.00029242
0,120,192.168.4.2;72.235.52.125,1,1,94.5,17,0.072259545
0,120,192.168.4.2;68.179.150.204,5,0,87.4,17,428.9963362
0,120,192.168.4.2;91.77.28.58,4,1,126.8,17,437.3091692
0,120,192.168.4.2;96.238.62.197,5,4,74.55555556,17,255.0037927
0,120,192.168.4.2;121.223.198.48,1,1,183,17,0.158861041
0,120,192.168.4.2;70.71.102.186,1,0,99,17,0
0,120,192.168.4.2;109.158.63.143,5,5,183,17,217.1273023
0,120,192.168.4.2;69.148.162.238,2,0,84.5,17,0.024998069
0,120,192.168.4.2;58.167.228.208,5,5,214.9,17,214.5145198
0,120,192.168.4.2;81.70.197.235,1,0,99,17,0
0,120,90.239.96.94;192.168.4.2,4,2,480,11.66666667,148.989988
0,120,161.184.139.212;192.168.4.2,1,1,432,17,0.00021708
0,120,174.57.66.125;192.168.4.2,2,2,432,17,497.0376525
0,120,89.92.144.67;192.168.4.2,5,5,94.5,17,253.1639426
0,120,192.168.4.2;173.217.180.53,1,1,183,17,0.039197564
0,120,192.168.4.2;63.131.169.82,2,2,183,17,535.0888579
0,120,192.168.4.2;98.211.160.163,2,2,183,17,535.094971
0,120,192.168.4.2;80.1.140.55,2,2,183,17,535.111982
0,120,192.168.4.2;24.125.66.119,1,1,183,17,0.031520009
0,120,192.168.4.2;69.88.194.228,1,1,77.5,9,0.030849576
0,120,192.168.4.2;70.76.76.51,1,1,183,17,0.256502032
0,120,192.168.4.2;216.211.121.126,1,1,183,17,0.035637498
0,120,192.168.4.2;108.74.17.147,1,0,99,17,0
0,120,192.168.4.2;174.55.101.193,1,0,99,17,0
0,120,192.168.4.2;2.1.94.48,1,1,183,17,0.081309915
0,120,192.168.4.2;85.127.232.235,1,0,99,17,0
0,120,212.156.90.166;192.168.4.2,1,1,432,17,0.000241041
0,120,192.168.4.2;80.65.241.56,1,1,183,17,0.528351545
0,120,71.80.102.180;192.168.4.2,1,1,432,17,0.000257492
0,120,76.15.16.46;192.168.4.2,2,2,305.25,17,12.770814
0,120,192.168.4.2;71.251.32.64,1,0,99,17,0
0,120,75.86.148.42;192.168.4.2,1,2,99.33333333,17,340.1763194
0,120,90.11.201.229;192.168.4.2,1,1,432,17,0.00028801
0,120,192.168.4.2;76.125.155.193,1,1,94.5,17,0.030215502
0,120,75.135.207.59;192.168.4.2,1,1,94.5,17,0.000169516
0,120,192.168.4.2;75.187.126.67,1,1,183,17,0.024154544
0,120,192.168.4.2;78.101.52.15,1,1,183,17,0.194585919
0,120,192.168.4.2;77.98.115.72,1,0,99,17,0
0,120,192.168.4.2;71.31.61.228,1,1,183,17,0.036100507
0,120,192.168.4.2;71.238.57.92,1,1,183,17,0.026731014
0,120,192.168.4.2;208.38.236.222,1,1,183,17,0.013950109
0,120,192.168.4.2;208.61.156.107,1,1,183,17,12.07554948
0,120,192.168.4.2;99.48.233.76,1,1,183,17,0.03736949
0,120,192.168.4.2;97.83.161.36,1,1,183,17,0.031553507
0,120,192.168.4.2;99.122.23.208,1,1,183,17,0.032390475
0,120,192.168.4.2;24.163.141.241,1,1,183,17,0.030081987
0,120,192.168.4.2;99.167.193.228,1,1,183,17,0.064760447
0,120,192.168.4.2;98.209.60.227,1,1,183,17,0.02907908
0,120,192.168.4.2;173.248.246.107,1,0,99,17,0
0,120,98.200.111.103;192.168.4.2,2,2,432,17,181.738872
0,120,192.168.4.2;75.132.141.75,1,0,99,17,0
0,120,192.168.4.2;99.146.40.92,1,1,183,17,0.061009049
0,120,192.168.4.2;68.5.184.162,1,1,183,17,0.033810496
0,120,192.168.4.2;114.129.24.74,1,1,113,9,0.214551449
0,120,192.168.4.2;24.0.168.97,1,0,99,17,0
0,120,192.168.4.2;70.127.30.167,1,1,183,17,0.07148695
0,120,192.168.4.2;201.19.216.229,1,0,99,17,0
0,120,192.168.4.2;83.22.175.54,1,0,99,17,0
0,120,192.168.4.2;60.224.188.58,1,1,183,17,0.189834952
0,120,192.168.4.2;69.133.5.228,1,1,183,17,0.039205551
0,120,192.168.4.2;208.126.210.58,1,0,99,17,0
0,120,192.168.4.2;71.172.59.235,1,1,183,17,0.042001009
0,120,192.168.4.2;70.178.79.140,1,1,183,17,0.034038544
0,120,192.168.4.2;24.67.83.224,1,1,183,17,0.084940553
0,120,192.168.4.2;198.53.148.178,1,1,183,17,0.050001025
0,120,192.168.4.2;78.86.72.13,1,1,183,17,0.198500991
0,120,192.168.4.2;76.226.193.15,1,0,99,17,0
0,120,192.168.4.2;71.89.9.110,1,1,183,17,0.020588994
0,120,192.168.4.2;65.9.205.161,1,1,183,17,0.031968951
0,120,192.168.4.2;99.148.146.63,1,1,183,17,0.044010997
0,120,192.168.4.2;88.110.165.13,1,0,99,17,0
0,120,192.168.4.2;98.125.6.194,1,0,99,17,0
0,120,192.168.4.2;83.83.211.131,1,1,183,17,0.058575511
0,120,192.168.4.2;98.77.6.34,1,1,183,17,0.02898407
0,120,192.168.4.2;78.8.81.33,1,1,183,17,0.480197549
0,120,192.168.4.2;202.128.42.84,1,0,99,17,0
0,120,192.168.4.2;80.183.17.71,1,1,183,17,0.111020923
0,120,192.168.4.2;74.72.138.175,1,1,183,17,0.019988537
0,120,192.168.4.2;71.180.66.146,1,1,183,17,0.027168036
0,120,192.168.4.2;69.171.136.78,1,0,99,17,0
0,120,180.12.196.221;192.168.4.2,1,1,434.5,17,0.000260949
0,120,192.168.4.2;76.233.98.240,1,1,183,17,0.059161544
0,120,192.168.4.2;98.242.242.231,1,0,99,17,0
0,120,84.212.110.90;192.168.4.2,2,2,432,17,636.754661
0,120,192.168.4.2;124.169.117.174,1,1,183,17,0.167479038
0,120,192.168.4.2;86.176.49.68,1,1,259.5,17,0.116522431
0,120,192.168.4.2;85.26.186.196,1,0,99,17,0
0,120,192.168.4.2;90.205.95.1,1,0,99,17,0
0,120,192.168.4.2;24.147.164.122,1,0,99,17,0
0,120,192.168.4.2;24.102.51.34,1,0,99,17,0
0,120,67.182.33.198;192.168.4.2,5,5,229.5,17,273.0668024
0,120,76.3.123.147;192.168.4.2,2,2,313.25,17,3.220441461
0,120,99.75.17.24;192.168.4.2,2,2,313.25,17,8.274230003
0,120,75.61.245.3;192.168.4.2,1,1,94.5,17,0.000192046
0,120,192.168.4.2;70.119.96.83,3,3,183,17,359.3361708
0,120,192.168.4.2;76.226.50.191,1,0,99,17,0
0,120,192.168.4.2;99.157.173.220,1,1,183,17,0.038927078
0,120,192.168.4.2;70.64.127.17,1,1,183,17,0.085041523
0,120,192.168.4.2;24.209.148.228,1,0,99,17,0
0,120,192.168.4.2;173.80.103.241,3,3,183,17,359.2740603
0,120,192.168.4.2;86.213.251.38,3,3,183,17,357.5874925
0,120,192.168.4.2;71.46.49.251,1,0,99,17,0
0,120,192.168.4.2;122.151.72.207,1,1,183,17,2.363710999
0,120,192.168.4.2;98.142.247.241,1,1,259.5,17,0.027991056
0,120,192.168.4.2;67.193.104.103,1,1,113,9,0.48614049
0,120,222.149.80.197;192.168.4.2,1,1,434.5,17,0.000250459
0,120,192.168.4.2;92.140.22.99,1,1,183,17,0.066679478
0,120,192.168.4.2;173.238.72.102,1,1,183,17,0.026057005
0,120,192.168.4.2;61.8.219.2,1,0,99,17,0
0,120,192.168.4.2;99.54.52.89,1,1,183,17,0.045413971
0,120,192.168.4.2;64.228.95.137,1,1,183,17,0.035943389
0,120,192.168.4.2;24.66.141.219,1,1,183,17,0.073616982
0,120,192.168.4.2;75.108.66.19,1,1,183,17,0.036934495
0,120,192.168.4.2;195.37.224.127,1,0,99,17,0
0,120,192.168.4.2;78.100.195.208,3,3,183,17,357.5133735
0,120,192.168.4.2;124.179.172.246,1,0,99,17,0
0,120,192.168.4.2;86.73.234.235,3,3,183,17,355.0284932
0,120,192.168.4.2;174.107.139.97,1,1,183,17,0.033666492
0,120,192.168.4.2;99.182.9.46,1,1,183,17,0.066053987
0,120,192.168.4.2;99.106.142.73,1,1,183,17,0.030730009
0,120,192.168.4.2;71.17.89.154,1,1,183,17,0.050771952
0,120,192.168.4.2;76.238.191.39,1,1,183,17,0.054843068
0,120,192.168.4.2;96.48.229.5,1,1,183,17,0.055161953
0,120,192.168.4.2;84.217.56.19,1,0,99,17,0
0,120,192.168.4.2;121.221.231.119,5,0,87.4,17,425.9327392
0,120,192.168.4.2;98.193.66.205,1,1,183,17,0.029421091
0,120,192.168.4.2;201.22.28.132,1,0,99,17,0
0,120,125.205.132.138;192.168.4.2,2,2,434.5,17,448.7327023
0,120,192.168.4.2;68.108.225.62,1,0,99,17,0
0,120,192.168.4.2;76.31.125.54,1,1,183,17,0.041412473
0,120,192.168.4.2;65.31.50.251,1,1,183,17,0.301177502
0,120,192.168.4.2;41.133.28.211,1,0,99,17,0
0,120,192.168.4.2;76.28.214.247,1,1,183,17,0.069658041
0,120,192.168.4.2;99.99.57.186,1,1,183,17,0.077651978
0,120,192.168.4.2;74.193.150.238,1,1,183,17,0.032442451
0,120,192.168.4.2;193.25.3.85,1,1,259.5,17,0.137440562
0,120,192.168.4.2;96.25.246.191,1,1,183,17,0.051644921
0,120,119.83.194.252;192.168.4.2,3,3,432,17,336.2554816
0,120,192.168.4.2;74.64.9.144,1,0,99,17,0
0,120,88.170.80.178;192.168.4.2,3,3,235,17,331.2340155
0,120,222.28.84.33;192.168.4.2,2,2,263.25,17,207.7026818
0,120,192.168.4.2;24.91.150.62,1,1,94.5,17,0.021730423
0,120,67.87.50.215;192.168.4.2,1,1,94.5,17,0.00019145
0,120,192.168.4.2;24.49.56.219,3,3,94.5,17,380.1261334
0,120,94.171.154.119;192.168.4.2,1,1,94.5,17,0.000185013
0,120,192.168.4.2;71.15.100.83,1,1,94.5,17,0.036357999
0,120,192.168.4.2;75.37.63.164,1,1,105.5,9,0.085479021
0,120,192.168.4.2;99.168.73.1,1,1,183,17,0.049634457
0,120,192.168.4.2;75.183.96.62,1,1,183,17,0.022866964
0,120,192.168.4.2;89.95.10.166,1,1,183,17,0.152318954
0,120,192.168.4.2;68.230.55.123,1,0,99,17,0
0,120,192.168.4.2;68.117.207.170,1,0,99,17,0
0,120,192.168.4.2;24.170.58.227,1,0,99,17,0
0,120,192.168.4.2;99.182.252.191,1,1,183,17,0.033396959
0,120,192.168.4.2;71.176.0.11,1,0,99,17,0
0,120,192.168.4.2;76.204.113.164,1,1,183,17,0.033954024
0,120,192.168.4.2;88.3.143.100,1,0,99,17,0
0,120,192.168.4.2;69.114.179.228,1,1,183,17,0.02185595
0,120,192.168.4.2;69.244.113.254,1,1,183,17,0.018609047
0,120,192.168.4.2;217.216.116.20,1,1,183,17,0.221070409
0,120,192.168.4.2;81.204.217.14,1,0,99,17,0
0,120,192.168.4.2;70.124.16.105,1,1,183,17,0.061496496
0,120,192.168.4.2;58.170.194.246,1,0,99,17,0
0,120,95.149.137.77;192.168.4.2,1,1,434.5,17,0.000234485
0,120,192.168.4.2;99.187.132.127,1,1,183,17,0.042314529
0,120,192.168.4.2;98.148.162.219,1,1,183,17,0.072304487
0,120,192.168.4.2;83.2.211.16,1,1,113,9,0.099619508
0,120,192.168.4.2;209.158.4.178,1,0,99,17,0
0,120,192.168.4.2;91.127.192.177,1,0,99,17,0
0,120,192.168.4.2;81.56.77.182,1,0,99,17,0
0,120,192.168.4.2;71.56.4.224,1,0,99,17,0
0,120,192.168.4.2;78.86.62.252,1,0,99,17,0
0,120,192.168.4.2;74.196.16.90,1,0,99,17,0
0,120,192.168.4.2;79.135.237.174,1,0,99,17,0
0,120,192.168.4.2;67.232.70.3,2,0,84.5,17,0.063464046
0,120,192.168.4.2;76.200.150.233,2,2,94.75,9,0.079086006
0,120,192.168.4.2;162.40.1.247,2,0,84.5,17,0.515319943
0,120,192.168.4.2;76.217.29.156,2,0,84.5,17,2.045493007
0,120,192.168.4.2;184.145.16.254,2,0,84.5,17,7.617007613
0,120,192.168.4.2;67.198.70.91,1,0,99,17,0
0,120,192.168.4.2;82.6.50.137,1,1,183,17,0.058996558
0,120,192.168.4.2;142.163.93.46,1,1,183,17,0.080075502
0,120,192.168.4.2;74.96.183.17,1,1,113,9,1.514194965
0,120,68.50.126.48;192.168.4.2,4,4,94.5,17,267.8193524
0,120,75.94.237.81;192.168.4.2,2,2,313.25,17,7.230093777
0,120,192.168.4.2;219.106.17.72,2,2,264.5,17,137.9130602
0,120,64.17.78.17;192.168.4.2,2,2,432,17,593.4367602
0,120,192.168.4.2;46.176.83.71,1,1,183,17,0.105221033
0,120,192.168.4.2;67.45.3.221,1,0,99,17,0
0,120,192.168.4.2;174.50.103.78,1,1,183,17,0.021173
0,120,192.168.4.2;87.111.199.159,1,0,99,17,0
0,120,192.168.4.2;122.106.148.20,1,1,259.5,17,0.154789448
0,120,24.203.142.27;192.168.4.2,2,2,432,17,532.0373247
0,120,118.104.190.235;192.168.4.2,2,2,434.5,17,456.6511813
0,120,81.205.208.178;192.168.4.2,2,2,432,17,564.9210377
0,120,180.21.197.140;192.168.4.2,1,1,434.5,17,0.000216603
0,120,77.204.78.170;192.168.4.2,1,1,432,17,0.000188947
0,120,192.168.4.2;125.197.20.250,2,2,94.5,17,603.768251
0,120,192.168.4.2;93.0.238.23,1,1,183,17,0.078491092
0,120,192.168.4.2;119.193.165.245,1,1,183,17,0.122652054
0,120,192.168.4.2;76.189.127.13,1,1,183,17,0.02680099
0,120,192.168.4.2;109.58.45.141,1,1,183,17,0.301707029
0,120,192.168.4.2;74.212.7.237,1,1,183,17,0.028312087
0,120,192.168.4.2;84.148.200.103,1,1,77.5,9,0.079945564
0,120,192.168.4.2;41.224.198.164,1,0,99,17,0
0,120,192.168.4.2;112.205.48.218,1,0,99,17,0
0,120,192.168.4.2;118.93.122.228,1,0,99,17,0
0,120,192.168.4.2;58.172.37.86,1,1,183,17,0.142941594
0,120,192.168.4.2;184.57.67.189,1,0,99,17,0
0,120,192.168.4.2;203.206.240.114,1,0,99,17,0
0,120,192.168.4.2;76.9.48.29,1,0,99,17,0
0,120,192.168.4.2;75.71.130.68,1,0,99,17,0
0,120,192.168.4.2;50.11.4.37,1,1,183,17,0.059844494
0,120,192.168.4.2;66.20.87.60,1,1,183,17,0.044606447
0,120,192.168.4.2;82.32.112.210,1,0,99,17,0
0,120,192.168.4.2;66.97.217.64,1,0,99,17,0
0,120,192.168.4.2;98.222.235.121,1,0,99,17,0
0,120,192.168.4.2;173.169.142.13,1,1,183,17,0.074715972
0,120,192.168.4.2;24.78.114.124,1,1,183,17,0.034398079
0,120,192.168.4.2;173.16.197.209,1,1,183,17,0.041673541
0,120,192.168.4.2;96.252.196.58,1,1,183,17,0.015852928
0,120,192.168.4.2;84.126.3.197,1,1,183,17,0.401132464
0,120,192.168.4.2;68.201.156.223,1,0,99,17,0
0,120,192.168.4.2;24.69.57.55,1,0,99,17,0
0,120,192.168.4.2;70.21.250.45,1,1,77.5,9,0.026140928
0,120,192.168.4.2;108.22.35.47,1,0,99,17,0
0,120,192.168.4.2;99.248.137.17,1,0,99,17,0
0,120,192.168.4.2;71.53.225.244,1,1,183,17,0.236548066
0,120,192.168.4.2;71.0.191.20,1,0,99,17,0
0,120,192.168.4.2;70.162.144.250,1,0,99,17,0
0,120,76.16.129.87;192.168.4.2,5,5,297,17,252.0635713
0,120,192.168.4.2;188.100.193.207,1,0,99,17,0
0,120,192.168.4.2;72.148.233.114,1,0,99,17,0
0,120,67.170.64.28;192.168.4.2,2,2,305.25,17,12.87837273
0,120,210.170.132.244;192.168.4.2,2,2,308,17,0.075026751
0,120,75.143.255.249;192.168.4.2,2,2,432,17,517.967915
0,120,96.254.168.160;192.168.4.2,2,2,432,17,7.825714529
0,120,192.168.4.2;173.178.74.236,4,0,94,17,13.43331552
0,120,24.126.8.90;192.168.4.2,4,4,432,17,324.1502446
0,120,70.128.18.193;192.168.4.2,2,2,434.5,17,53.24672627
0,120,220.25.16.91;192.168.4.2,3,3,432,17,338.9391588
0,120,142.162.69.147;192.168.4.2,5,5,432,17,80.11712861
0,120,190.213.114.206;192.168.4.2,5,5,432,17,197.975549
0,120,192.168.4.2;189.142.57.112,1,0,99,17,0
0,120,192.168.4.2;174.103.145.200,1,1,183,17,0.026352525
0,120,192.168.4.2;97.123.224.102,1,0,99,17,0
0,120,192.168.4.2;41.204.147.209,1,0,99,17,0
0,120,192.168.4.2;98.235.122.79,1,1,183,17,0.044786096
0,120,192.168.4.2;62.198.82.151,1,0,99,17,0
0,120,192.168.4.2;121.127.201.31,1,0,99,17,0
0,120,192.168.4.2;24.17.108.42,1,0,99,17,0
