label, filename, nodePair,  NumberPacketsIn, NumberPacketsOut, Payload Length, protocol, avgTimeInterval, totalFlowTime, bwdps
1,0005,192.168.50.7;172.217.7.4,8,4,63.45925925925926,6.0,0.0034901698430379233,0.04188203811645508,191.01267177484544
1,0005,192.168.50.7;172.217.7.10,8,4,63.45925925925926,6.0,0.0028119285901387534,0.03374314308166504,237.08520515230094
1,0005,192.168.50.7;172.217.10.130,8,4,63.45925925925926,6.0,0.0034981767336527505,0.04197812080383301,190.5754675723722
1,0005,192.168.50.7;185.167.164.47,8,4,63.45925925925926,6.0,0.0024455785751342773,0.029346942901611328,272.6007961654074
1,0005,192.168.50.7;192.229.210.129,8,6,60.357142857142854,6.0,0.0020542144775390625,0.028759002685546875,278.17376309855416
1,0005,192.168.50.7;172.217.7.14,2,2,43.75,6.0,0.008080244064331055,0.03232097625732422,61.87931899324305
1,0005,192.168.50.8;74.208.236.171,2,2,43.75,6.0,0.013711214065551758,0.05484485626220703,36.466500895512006
1,0005,192.168.50.254;224.0.0.5,3,0,80.0,89.0,1.3510386149088542e-06,4.0531158447265625e-06,740171.2941176471
1,0005,192.168.50.8;72.21.91.29,2,2,43.75,6.0,0.006988704204559326,0.027954816818237305,71.54402094651645
1,0005,192.168.50.8;165.254.0.88,2,2,43.75,6.0,0.00514751672744751,0.02059006690979004,97.13421567605748
1,0005,192.168.50.8;104.36.115.113,2,2,40.75,6.0,0.00524526834487915,0.0209810733795166,95.32400768173089
1,0005,192.168.50.8;172.217.10.110,2,2,43.75,6.0,0.00807279348373413,0.03229117393493652,61.936428945872315
1,0006,172.16.0.5;192.168.50.1,348431,48,543.9566515233159,16.996671248483327,1.5637499261237803e-05,5.449340105056763,63940.03554240823
1,0006,192.168.50.8;165.254.0.99,2,2,43.75,6.0,0.005150258541107178,0.02060103416442871,97.08250488965014
1,0006,192.168.50.7;37.157.2.239,8,4,63.45925925925926,6.0,0.010018249352773028,0.12021899223327637,66.54522593631937
1,0006,192.168.50.253;224.0.0.5,4,0,80.0,89.0,1.4901161193847656e-06,5.9604644775390625e-06,671088.64
1,0006,74.208.236.171;192.168.50.8,4,4,40.0,6.0,0.006897509098052979,0.05518007278442383,72.48993700365534
1,0006,0.0.0.0;255.255.255.255,1,0,328.0,17,0,1,1.0
1,0006,192.168.50.7;172.217.7.2,4,4,72.58333333333334,6.0,0.011684000492095947,0.09347200393676758,42.79356204565744
1,0007,172.16.0.5;192.168.50.1,348416,26,543.9740655159812,16.99827804914475,1.5704665648018446e-05,5.472165107727051,63670.593474603695
1,0007,192.168.50.7;172.217.7.14,2,2,43.75,6.0,0.008082985877990723,0.03233194351196289,61.85832903178232
1,0007,192.168.50.254;224.0.0.5,3,0,80.0,89.0,1.3510386149088542e-06,4.0531158447265625e-06,740171.2941176471
1,0007,0.0.0.0;255.255.255.255,1,0,328.0,17,0,1,1.0
1,0007,192.168.50.8;72.21.91.29,2,2,43.75,6.0,0.006987273693084717,0.027949094772338867,71.55866822489699
1,0007,192.168.50.8;165.254.0.88,2,2,43.75,6.0,0.005151033401489258,0.02060413360595703,97.06790094885443
1,0007,192.168.50.8;104.36.115.113,2,2,40.75,6.0,0.0052490234375,0.02099609375,95.25581395348837
1,0007,192.168.50.8;172.217.10.110,2,2,43.75,6.0,0.008071959018707275,0.0322878360748291,61.9428318257338
1,0007,192.168.50.8;165.254.0.99,2,2,43.75,6.0,0.005150973796844482,0.02060389518737793,97.06902417292494
1,0008,172.16.0.5;192.168.50.1,348428,60,543.9349730499983,16.995707169258363,1.6692262228843154e-05,5.8170530796051025,59897.68276683035
1,0008,0.0.0.0;255.255.255.255,1,0,328.0,17,0,1,1.0
1,0008,192.168.50.253;224.0.0.5,4,0,80.0,89.0,1.2516975402832031e-06,5.0067901611328125e-06,798915.0476190476
1,0009,172.16.0.5;192.168.50.1,207270,38,932.4533582944937,16.995716518416874,3.385978779474564e-05,7.019404888153076,29528.14423767144
1,0009,192.168.50.7;4.2.2.4,76,78,103.63280746341167,17.0,0.01006357700793774,1.549790859222412,49.03887485704493
1,0009,192.168.50.7;54.218.239.186,16,12,285.68967639503353,6.0,0.014178071703229631,0.3969860076904297,40.30368751051
1,0009,8.8.8.8;192.168.50.7,30,28,104.43931875687805,17.0,0.026399928947974896,1.531195878982544,19.59252921966753
1,0009,192.168.50.7;52.35.236.192,18,13,290.6516968434015,6.0,0.015561349930301789,0.48240184783935547,37.31328990678779
1,0009,74.208.236.171;192.168.50.7,54,40,645.879832919967,6.0,0.05659339529402713,5.31977915763855,10.150797316926706
1,0009,125.56.201.105;192.168.50.7,4,2,168.0,6.0,0.008828679720560709,0.05297207832336426,75.51147937942488
1,0009,192.168.50.7;172.217.12.130,168,186,352.34958515490155,6.0,0.018694121958845754,6.6177191734313965,25.38639002308846
1,0009,192.168.50.7;72.21.91.29,16,12,161.75918367346938,6.0,0.003863854067666191,0.10818791389465332,147.89082647050398
1,0009,192.168.50.7;216.58.219.193,72,78,558.4075631718234,6.0,0.0076411263147989905,1.1461689472198486,62.81796429282389
1,0009,192.168.50.7;172.217.7.14,40,28,173.76423731257208,6.0,0.01483235289068783,1.0085999965667725,39.65893330969477
1,0009,192.168.50.7;172.217.10.4,44,44,243.4425102039495,6.0,0.003383544358340176,0.29775190353393555,147.77403428080925
1,0009,192.168.50.7;172.217.11.34,48,47,223.27203050940506,6.0,0.0041151874943783405,0.3909428119659424,122.78010627339938
1,0009,192.168.50.7;162.248.19.151,16,19,398.70315528843,6.0,0.006001308986118861,0.21004581451416016,76.17385777006933
1,0009,192.168.50.7;38.69.238.19,8,6,162.13265306122452,6.0,0.0065425123487200055,0.09159517288208008,87.34084721144886
1,0009,192.168.50.253;224.0.0.5,4,0,80.0,89.0,1.2516975402832031e-06,5.0067901611328125e-06,798915.0476190476
1,0009,192.168.50.254;224.0.0.5,3,0,80.0,89.0,1.2715657552083333e-06,3.814697265625e-06,786432.0
1,0009,192.168.50.6;72.21.91.29,4,4,44.4375,6.0,0.00741124153137207,0.05928993225097656,67.46507962039568
1,0010,172.16.0.5;192.168.50.1,348427,32,543.9723317208202,16.997956718007046,1.594696656768421e-05,5.556864023208618,62702.09214131767
1,0010,192.168.50.7;172.217.7.14,2,2,43.75,6.0,0.008092224597930908,0.03236889839172363,61.787706699075606
1,0010,192.168.50.254;224.0.0.5,3,0,80.0,89.0,1.3510386149088542e-06,4.0531158447265625e-06,740171.2941176471
1,0010,0.0.0.0;255.255.255.255,1,0,328.0,17,0,1,1.0
1,0010,192.168.50.8;72.21.91.29,2,2,43.75,6.0,0.006980478763580322,0.02792191505432129,71.62832478034035
1,0010,192.168.50.8;165.254.0.88,2,2,43.75,6.0,0.0051607489585876465,0.020642995834350586,96.88516221429148
1,0010,192.168.50.8;104.36.115.113,2,2,40.75,6.0,0.005246460437774658,0.020985841751098633,95.30234830324582
1,0010,192.168.50.8;172.217.10.110,2,2,43.75,6.0,0.008084774017333984,0.03233909606933594,61.84464759657918
1,0010,192.168.50.8;165.254.0.99,2,2,43.75,6.0,0.00514596700668335,0.0205838680267334,97.16346788672034
1,0010,192.168.50.253;224.0.0.5,4,0,80.0,89.0,1.4901161193847656e-06,5.9604644775390625e-06,671088.64
1,0011,172.16.0.5;192.168.50.1,346574,124,543.8581781154066,16.991733439476906,1.607079915202286e-05,5.571713924407959,62202.40391053932
1,0011,192.168.50.7;52.173.24.17,4,4,101.08333333333334,6.0,0.023316621780395508,0.18653297424316406,21.44392977289692
1,0011,192.168.50.6;74.208.236.171,16,16,340.76683108558115,6.0,0.0218493714928627,0.6991798877716064,22.883953442932196
1,0011,192.168.50.6;4.2.2.4,102,102,90.1773261516751,17.0,0.01627434351864983,3.3199660778045654,30.723205481500216
1,0011,192.168.50.6;8.8.8.8,38,38,94.85379145482887,17.0,0.041683827575884354,3.167970895767212,11.995059692869194
1,0011,192.168.50.6;172.217.9.226,118,123,151.3491483990225,6.0,0.010232950147256812,2.4661409854888916,47.84803492352141
1,0011,192.168.50.6;172.217.7.1,22,22,159.91801737935108,6.0,0.02230795405127786,0.9815499782562256,22.41353011803244
1,0011,192.168.50.6;172.217.11.2,127,166,558.7625909874494,6.0,0.0073590416957087105,2.1561992168426514,58.89993791295762
1,0011,192.168.50.6;172.217.7.4,42,48,177.00793189297116,6.0,0.014258164829678005,1.2832348346710205,32.72978481040645
1,0011,192.168.50.6;172.217.7.6,98,103,197.21158829644432,6.0,0.0058788517814370505,1.1816492080688477,82.93493477659075
1,0011,192.168.50.6;172.217.6.226,42,48,238.57714821857437,6.0,0.012978855768839519,1.1680970191955566,35.95591745360715
1,0011,192.168.50.6;162.248.19.151,18,22,266.9681989879833,6.0,0.027860146760940552,1.114405870437622,16.152104432949084
1,0011,192.168.50.6;23.194.110.93,47,43,492.934809836235,6.0,0.021656868192884655,1.9491181373596191,24.113469111558697
1,0011,192.168.50.6;37.157.4.39,34,32,439.7098143433466,6.0,0.03200442140752619,2.1122918128967285,16.096260844458563
1,0011,192.168.50.6;72.21.91.29,8,6,156.53061224489798,6.0,0.008096933364868164,0.1133570671081543,70.57345610721542
1,0011,192.168.50.6;74.125.28.94,24,24,298.33767286583185,6.0,0.007554103930791219,0.3625969886779785,66.18918730545316
1,0011,192.168.50.7;74.208.236.171,62,75,484.14560701904014,6.0,0.01550067950339213,2.1235930919647217,29.19580037936476
1,0011,192.168.50.7;4.2.2.4,80,80,91.48030709735318,17.0,0.013229487836360927,2.116718053817749,37.794358042022
1,0011,192.168.50.7;8.8.8.8,26,26,87.47956096368837,17.0,0.04131192427415114,2.1482200622558594,12.103043099177295
1,0011,192.168.50.7;172.217.11.42,18,17,276.22536479393625,6.0,0.006418827601841518,0.22465896606445312,80.12144057867658
1,0011,192.168.50.7;172.217.9.226,70,76,232.01164442748885,6.0,0.006830945406874565,0.9973180294036865,70.18824280340564
1,0011,192.168.50.6;185.167.164.47,56,84,791.8069766642893,6.0,0.005879999910082138,0.823199987411499,68.02721192463633
1,0011,192.168.50.6;95.131.136.1,20,21,375.7429860718911,6.0,0.02224416849089832,0.912010908126831,21.929562269247167
1,0011,192.168.50.7;192.0.73.2,16,12,192.90816326530611,6.0,0.003862466130937849,0.10814905166625977,147.9439694892088
1,0011,192.168.50.6;165.254.0.90,8,6,162.06122448979593,6.0,0.006498421941484723,0.09097790718078613,87.9334362363695
1,0011,192.168.50.7;172.217.7.1,18,18,146.40824097607185,6.0,0.03739941782421536,1.346379041671753,13.36919206470268
1,0011,192.168.50.7;172.217.11.2,82,108,333.31006592095963,6.0,0.007093941537957444,1.347848892211914,60.837680302153366
1,0011,192.168.50.6;192.229.210.129,54,82,790.6659254914385,6.0,0.0009730440728804644,0.13233399391174316,408.058416464132
1,0011,192.168.50.7;172.217.7.14,2,2,43.75,6.0,0.008068203926086426,0.0322728157043457,61.97166117521904
1,0011,192.168.50.7;172.217.7.4,24,26,155.3932361644026,6.0,0.003644580841064453,0.18222904205322266,131.70238799252672
1,0011,192.168.50.7;172.217.12.131,18,17,265.87488860346,6.0,0.006624024254935129,0.2318408489227295,77.63946726229959
1,0011,192.168.50.7;37.157.2.234,16,9,393.23199999999997,6.0,0.009708957672119139,0.24272394180297852,65.91850758994084
1,0011,192.168.50.254;224.0.0.5,3,0,80.0,89.0,1.6689300537109375e-06,5.0067901611328125e-06,599186.2857142857
1,0012,172.16.0.5;192.168.50.1,348300,48,543.9583198312436,16.996830755452685,1.6240053292848515e-05,5.6571900844573975,61567.66783511867
1,0012,37.157.2.234;192.168.50.7,10,4,186.94217687074834,6.0,0.020162224769592285,0.282271146774292,35.42692944098938
1,0012,74.208.236.171;192.168.50.7,39,14,1224.4879295879637,6.0,0.10078856630145379,5.341794013977051,7.300917987094729
1,0012,192.168.50.8;72.21.91.29,2,2,43.75,6.0,0.006998240947723389,0.027992963790893555,71.4465254533221
1,0012,192.168.50.8;165.254.0.88,2,2,43.75,6.0,0.005434215068817139,0.021736860275268555,92.00960831843459
1,0012,192.168.50.8;104.36.115.113,2,2,40.75,6.0,0.005245506763458252,0.020982027053833008,95.31967501846486
1,0012,192.168.50.8;172.217.10.110,2,2,43.75,6.0,0.00807100534439087,0.03228402137756348,61.95015102393489
1,0012,192.168.50.253;224.0.0.5,4,0,80.0,89.0,1.7285346984863281e-06,6.9141387939453125e-06,578524.6896551724
1,0012,192.168.50.8;165.254.0.99,2,2,43.75,6.0,0.005150258541107178,0.02060103416442871,97.08250488965014
1,0012,192.168.50.6;23.194.110.93,16,14,351.1463079922028,6.0,0.015607102711995445,0.4682130813598633,34.17247538990176
1,0012,192.168.50.6;4.2.2.4,4,4,82.625,17.0,0.00539785623550415,0.0431828498840332,92.62936584180828
1,0012,192.168.50.6;8.8.8.8,2,2,73.0,17.0,0.013678550720214844,0.054714202880859375,36.55358014362407
1,0012,192.168.50.7;172.217.9.226,4,2,40.0,6.0,0.006729841232299805,0.04037904739379883,99.06127702790472
1,0012,192.168.50.7;23.194.109.223,4,2,75.77777777777779,6.0,0.010373155275980631,0.06223893165588379,64.2684553474635
1,0012,192.168.50.6;37.157.4.39,8,6,150.46530612244896,6.0,0.024502294404166087,0.3430321216583252,23.321431128156405
1,0012,192.168.50.7;172.217.7.14,4,2,40.0,6.0,0.0054291486740112305,0.03257489204406738,122.79396028661557
1,0012,0.0.0.0;255.255.255.255,1,0,328.0,17,0,1,1.0
1,0013,172.16.0.5;192.168.50.1,348408,64,543.9385697714141,16.995942285176138,1.6406919102401817e-05,5.717351913452148,60938.70121589744
1,0013,192.168.50.6;74.208.236.171,8,8,43.113392857142856,6.0,0.31510357558727264,5.041657209396362,1.5867798360209897
1,0013,192.168.50.7;216.58.219.202,4,2,75.77777777777779,6.0,0.012979984283447266,0.0778799057006836,51.361130499736724
1,0013,192.168.50.6;172.217.9.226,2,2,43.75,6.0,0.010398507118225098,0.04159402847290039,48.083825333318046
1,0013,192.168.50.6;172.217.6.226,6,10,159.25065104166669,6.0,0.009447306394577026,0.15115690231323242,39.693853923829415
1,0013,192.168.50.6;4.2.2.4,6,6,87.79166666666667,17.0,0.04018475612004598,0.48221707344055176,12.44252916469928
1,0013,192.168.50.6;8.8.8.8,2,2,84.5,17.0,0.011246263980865479,0.044985055923461914,44.459208929356954
1,0013,192.168.50.6;72.21.91.29,2,2,43.75,6.0,0.006987512111663818,0.027950048446655273,71.55622659535447
1,0013,192.168.50.6;23.194.110.93,5,4,1231.5743680188125,6.0,0.008617877960205078,0.0775609016418457,64.46547028409475
1,0013,192.168.50.6;162.248.19.151,2,2,40.75,6.0,0.007113993167877197,0.02845597267150879,70.28401464563103
1,0013,192.168.50.7;192.0.73.2,4,4,43.75,6.0,0.0033003687858581543,0.026402950286865234,151.49822109046252
1,0013,192.168.50.7;74.208.236.171,2,2,43.75,6.0,0.013763010501861572,0.05505204200744629,36.32926095147355
1,0013,192.168.50.6;165.254.0.90,2,2,43.75,6.0,0.005146503448486328,0.020586013793945312,97.15334012786064
1,0013,192.168.50.254;224.0.0.5,3,0,80.0,89.0,1.6689300537109375e-06,5.0067901611328125e-06,599186.2857142857
1,0013,192.168.50.253;224.0.0.5,4,0,80.0,89.0,1.4901161193847656e-06,5.9604644775390625e-06,671088.64
1,0014,172.16.0.5;192.168.50.1,348414,52,543.9528389449459,16.996412849459777,1.6543419286824496e-05,5.764819145202637,60437.975801884946
1,0014,74.208.236.171;192.168.50.6,4,4,40.0,6.0,0.006930619478225709,0.055444955825805664,72.14362317407215
1,0014,192.168.50.8;72.21.91.29,2,2,43.75,6.0,0.006998002529144287,0.02799201011657715,71.44895960206802
1,0014,192.168.50.8;165.254.0.88,2,2,43.75,6.0,0.005167722702026367,0.02067089080810547,96.75441753171857
1,0014,192.168.50.8;104.36.115.113,2,2,40.75,6.0,0.005246996879577637,0.020987987518310547,95.29260479382029
1,0014,192.168.50.8;172.217.10.110,2,2,43.75,6.0,0.008069276809692383,0.03227710723876953,61.96342148027774
1,0014,192.168.50.8;172.217.6.194,8,4,63.45925925925926,6.0,0.0034570892651875815,0.04148507118225098,192.84045493991414
1,0014,192.168.50.8;165.254.0.99,2,2,43.75,6.0,0.005138516426086426,0.020554065704345703,97.30434984340563
1,0014,192.168.50.6;23.194.110.93,5,4,1198.4467960023514,6.0,0.007623354593912761,0.06861019134521484,72.87547085887438
1,0014,192.168.50.6;4.2.2.4,4,4,82.625,17.0,0.005414873361587524,0.043318986892700195,92.33826289400253
1,0014,74.208.236.171;192.168.50.7,4,4,40.0,6.0,0.006928861141204834,0.05543088912963867,72.16193106058651
1,0015,172.16.0.5;192.168.50.1,348387,32,543.9943722256177,16.998432921281744,1.670990647040376e-05,5.822048902511597,59839.24316570202
1,0015,192.168.50.6;172.217.9.226,2,2,43.75,6.0,0.0103987455368042,0.0415949821472168,48.082722885212824
1,0015,192.168.50.6;172.217.6.226,6,10,134.94866071428572,6.0,0.00966237485408783,0.15459799766540527,38.81033448431676
1,0015,192.168.50.6;72.21.91.29,2,2,43.75,6.0,0.006989717483520508,0.02795886993408203,71.53364941842617
1,0015,192.168.50.8;172.217.12.131,8,8,72.58333333333333,6.0,0.015586122870445251,0.24937796592712402,32.07981896178369
1,0015,192.168.50.8;172.217.11.42,4,4,72.58333333333334,6.0,0.029216498136520382,0.23373198509216309,17.113618396826418
1,0015,192.168.50.8;172.217.9.226,14,12,70.82965752196522,6.0,0.049952002672048725,1.2987520694732666,10.779578588604647
1,0015,192.168.50.6;162.248.19.151,2,2,40.75,6.0,0.007084250450134277,0.02833700180053711,70.57909704343143
1,0015,192.168.50.7;192.0.73.2,4,4,43.75,6.0,0.0033060014247894287,0.02644801139831543,151.24010420892267
1,0015,192.168.50.6;165.254.0.90,2,2,43.75,6.0,0.005143702030181885,0.02057480812072754,97.20625282454779
1,0015,192.168.50.8;172.217.7.1,4,4,72.58333333333334,6.0,0.03117600083351135,0.24940800666809082,16.037977502956238
1,0015,192.168.50.254;224.0.0.5,3,0,80.0,89.0,1.6689300537109375e-06,5.0067901611328125e-06,599186.2857142857
1,0015,52.35.156.126;192.168.50.8,4,2,64.77777777777777,6.0,0.015119830767313639,0.09071898460388184,44.09220426645782
1,0015,192.168.50.8;172.217.6.226,6,6,72.24166666666667,6.0,0.02352591355641683,0.28231096267700195,21.253159789139076
1,0015,192.168.50.8;216.58.219.206,4,4,72.58333333333334,6.0,0.02922886610031128,0.23383092880249023,17.106376904394356
1,0015,192.168.50.253;224.0.0.5,4,0,80.0,89.0,1.2516975402832031e-06,5.0067901611328125e-06,798915.0476190476
1,0015,192.168.50.8;172.217.11.2,6,6,72.24166666666667,6.0,0.023684342702229817,0.2842121124267578,21.110993295706972
1,0015,192.168.50.8;185.167.164.46,4,2,75.77777777777779,6.0,0.038965185483296715,0.23379111289978027,17.109290213758847
1,0015,192.168.50.8;172.217.7.4,6,6,72.24166666666667,6.0,0.02364458640416463,0.2837350368499756,21.146489579193176
1,0015,192.168.50.8;192.229.210.129,4,2,70.33333333333333,6.0,0.03894897301991781,0.23369383811950684,17.116411935322283
1,0015,192.168.50.8;72.21.91.29,2,2,43.75,6.0,0.0070282816886901855,0.028113126754760742,71.14114404443879
1,0015,192.168.50.8;165.254.0.88,2,2,43.75,6.0,0.005145251750946045,0.02058100700378418,97.17697485027165
1,0015,192.168.50.8;104.36.115.113,2,2,40.75,6.0,0.005236983299255371,0.020947933197021484,95.47481277457831
1,0015,192.168.50.8;172.217.10.110,2,2,43.75,6.0,0.008064031600952148,0.032256126403808594,62.00372527569997
1,0015,192.168.50.8;165.254.0.99,2,2,43.75,6.0,0.005147993564605713,0.02059197425842285,97.12521853905915
1,0015,192.168.50.6;23.194.110.93,2,2,43.75,6.0,0.005370974540710449,0.021483898162841797,93.0929752524692
1,0016,172.16.0.5;192.168.50.1,348410,56,543.953481012621,16.996148835180954,1.6902245864535652e-05,5.88985800743103,59154.227412685184
