1,112,0.000032,475487,0,190
1,113,0.000029,475063,9,169
1,114,0.000040,474836,0,155
1,115,0.000060,474213,9,318
1,116,0.000039,475287,0,222
1,117,0.000030,474965,4,120
1,118,0.001263,188463,118,1017686
1,119,0.000047,698,0,2576915
1,12,0.000034,208247,0,130
1,120,0.000044,934,0,2618811
1,121,0.000464,298399,37,354198
1,122,0.000037,348547,0,52
1,123,0.000034,348527,0,72
1,124,0.000030,347515,0,1946
1,125,0.000027,348416,0,240
1,126,0.000028,348421,0,202
1,127,0.000024,348393,0,90
1,128,0.000023,348500,0,58
1,129,0.000022,348441,0,90
1,13,0.000034,208451,0,122
1,130,0.000021,348452,0,99
1,132,0.000020,348419,0,130
1,133,0.000020,348436,0,44
1,134,0.000020,348482,0,56
1,135,0.000020,347130,0,1580
1,136,0.000019,348404,0,131
1,137,0.000019,348436,0,50
1,138,0.000019,348446,0,132
1,139,0.000019,347800,0,1462
1,14,0.000034,208413,0,48
1,140,0.000018,348397,0,172
1,141,0.000018,348464,0,125
1,143,0.000017,348493,0,18
1,144,0.000017,348411,0,201
1,145,0.000017,348464,8,28
1,146,0.000016,348424,0,62
1,147,0.000016,348448,0,68
1,148,0.000016,348480,0,214
1,149,0.000015,348398,0,290
1,15,0.000034,208271,0,78
1,150,0.000015,348463,0,50
1,151,0.000015,348474,0,50
1,152,0.000015,348439,0,100
1,153,0.000016,348447,9,98
1,154,0.000015,348417,0,104
1,155,0.000015,348438,0,86
1,16,0.000034,208112,0,183
1,17,0.000034,208353,9,210
1,18,0.000034,208551,0,200
1,19,0.000037,208140,0,94
1,20,0.000035,208416,0,162
1,21,0.000035,208228,0,112
1,22,0.000035,208462,0,72
1,23,0.000035,208701,2,80
1,24,0.000035,208239,0,193
1,25,0.000034,208577,0,153
1,26,0.000035,208659,0,142
1,27,0.000035,208423,0,140
1,28,0.000034,208572,0,8
1,29,0.000035,208160,0,42
1,30,0.000034,207984,0,194
1,31,0.000034,208128,0,92
1,32,0.000034,208380,0,116
1,33,0.000034,208474,0,64
1,34,0.000034,208406,0,18
1,35,0.000034,208222,0,35
1,36,0.000034,208150,0,104
1,37,0.000034,208416,0,42
1,38,0.000034,208620,0,191
1,39,0.000034,208550,0,34
1,40,0.000034,208158,0,118
1,41,0.000034,208120,0,84
1,42,0.000034,208314,0,56
1,43,0.000035,208642,0,38
1,44,0.000037,208452,0,191
1,45,0.000037,208900,0,124
1,46,0.000037,208676,0,140
1,48,0.000035,208349,0,276
1,49,0.000034,208408,0,84
1,50,0.000034,207796,0,66
1,51,0.000035,208646,0,40
1,52,0.000033,208345,0,54
1,53,0.000033,208187,0,104
1,54,0.000033,208542,0,137
1,55,0.000033,208419,0,66
1,56,0.000033,207959,0,134
1,57,0.000034,208320,0,104
1,58,0.000034,208350,0,136
1,59,0.000034,208420,0,98
1,60,0.000033,208124,0,72
1,61,0.000034,208220,0,70
1,62,0.000033,208488,0,96
1,63,0.000033,208376,0,150
1,64,0.000033,208342,0,173
1,65,0.000037,208170,8,100
1,66,0.000034,208208,0,80
1,67,0.000033,208332,0,190
1,68,0.000033,208016,0,102
1,69,0.000034,208273,0,26
1,70,0.000033,208177,0,106
1,71,0.000033,208223,0,407
1,72,0.000791,297842,29,2722
1,73,0.000044,464988,0,64
1,74,0.000028,472549,0,176
1,75,0.000035,472585,0,122
1,76,0.000039,473299,0,880
1,77,0.000056,472258,0,173
1,78,0.000082,471313,0,258
1,79,0.000102,472040,0,462
1,80,0.000076,471340,8,377
1,81,0.000096,469435,9,379
1,82,0.000085,468686,9,2061
1,83,0.000078,472750,9,713
1,84,0.000068,473073,0,469
1,86,0.000070,472337,0,298
1,87,0.000073,471670,0,314
1,88,0.000042,473955,0,96
1,89,0.000033,474406,0,138
1,90,0.000034,474190,0,120
1,91,0.000052,473357,0,198
1,92,0.000046,474115,0,94
1,93,0.002386,432927,82,15603
1,94,0.000068,471988,9,454
1,95,0.000036,474336,0,438
1,96,0.000042,472599,9,182
1,97,0.000062,471407,2,551
1,98,0.000067,473271,7,168
1,99,0.000046,473420,2,456
0,1 (2),0.128336,579188,0,93987
0,1 (3),0.012541,689,0,286333
0,1 (4),0.01649,16804,0,201438
0,1 (5),0.012445,12634,0,276496
0,1,0.010991,39531,0,287564
0,10 (2),0.012528,124722,0,162122
0,10 (3),0.015124,205404,0,31475
0,10 (4),0.024639,102558,0,42356
0,10,0.063025,35998,0,20694
0,11 (2),0.011549,121667,0,189573
0,11 (3),0.014541,150672,0,95621
0,11 (4),0.014986,109955,0,129192
0,11,0.062182,38836,0,18665
0,12 (2),0.01097,112842,0,214948
0,12 (3),0.021373,121023,0,46148
0,12 (4),0.029328,94958,0,26805
0,12,0.055035,41006,0,23940
0,13 (2),0.010875,121296,0,209232
0,13 (3),0.016339,134654,0,84409
0,13 (4),0.014628,127060,0,117715
0,13,0.039655,39592,0,50679
0,14 (2),0.012579,149422,0,136172
0,14 (3),0.013069,250109,0,23883
0,14 (4),0.014314,162975,0,86977
0,14,0.014988,33232,0,206672
0,15 (2),0.012175,174830,0,120318
0,15 (3),0.015459,171881,0,59608
0,15 (4),0.016576,147649,0,68279
0,15,0.009732,38412,0,331003
0,16 (2),0.011517,170965,0,141098
0,16 (3),0.015686,148661,0,79769
0,16 (4),0.013843,195382,0,63446
0,16,0.009446,37954,0,342608
0,17 (2),0.012232,137054,0,156864
0,17 (3),0.015879,116784,0,108647
0,17 (4),0.019103,145024,0,42232
0,17,0.012078,32735,0,264972
0,18 (2),0.013023,107479,0,168220
0,18 (3),0.013937,145950,0,111284
0,18 (4),0.026182,82988,0,53308
0,18,0.032761,39669,0,69722
0,19,0.031085,39548,0,75775
0,2 (2),0.122607,605913,0,98648
0,2 (3),0.012061,39994,0,257969
0,2 (4),0.015081,19750,0,218872
0,2 (5),0.017209,11948,0,197149
0,2,0.015728,35634,0,192863
0,20,0.036913,34855,0,62303
0,21,0.078482,42571,0,2847
0,22,0.079202,41720,0,3161
0,23,0.093555,35282,0,2868
0,24,0.081149,40948,0,2913
0,25,0.069043,38219,0,13481
0,26,0.018407,33311,0,161927
0,27,0.032486,38088,0,72249
0,28,0.083986,37089,0,5258
0,29,0.096247,34248,0,2816
0,3 (2),0.124934,575293,0,116184
0,3 (3),0.013191,31861,0,240749
0,3 (4),0.01242,18708,0,271095
0,3 (5),0.018111,12621,0,185978
0,3,0.039439,42500,0,48291
0,30,0.075547,35419,0,11762
0,31,0.087741,37729,0,2828
0,32,0.095944,34121,0,2973
0,33,0.091981,35760,0,2956
0,34,0.065192,39987,0,14733
0,35,0.091541,36011,0,2898
0,36,0.090451,36265,0,3186
0,37,0.04781,42653,0,32162
0,38,0.037677,39978,0,55129
0,39,0.018628,40250,0,152562
0,4 (2),0.112855,659436,0,105947
0,4 (3),0.013471,43283,0,223442
0,4 (4),0.013062,27514,0,247937
0,4 (5),0.015594,15699,0,214886
0,4,0.063646,37479,0,18653
0,40,0.026303,43068,0,93270
0,41,0.010823,34536,0,297716
0,42,0.010101,39173,0,316799
0,43,0.009544,38330,0,338253
0,44,0.00897,37895,0,362998
0,45,0.007618,36944,0,435095
0,46,0.002517,38751,0,1391109
0,47,0.008248,35438,0,400454
0,48,0.008885,42019,0,362638
0,49,0.002249,46726,0,1553353
0,5 (2),0.0852,909170,0,104819
0,5 (3),0.013539,40699,0,224659
0,5 (4),0.014393,20874,0,229106
0,5 (5),0.01405,14523,0,241580
0,5,0.068175,38233,0,14252
0,50,0.004883,34963,0,702001
0,51,0.005843,43428,0,572150
0,52,0.005718,46693,0,582271
0,53,0.006321,37197,0,531953
0,54,0.008029,45444,0,402291
0,55,0.023598,38556,0,113542
0,56,0.074461,41400,0,6521
0,57,0.075922,44002,0,2893
0,58,0.088891,37190,0,2952
0,59,0.061298,43991,0,14322
0,6 (2),0.087557,886387,0,100300
0,6 (3),0.011341,92033,0,224919
0,6 (4),0.015347,169291,0,63987
0,6 (5),0.02025,16375,0,161296
0,6,0.053494,43111,0,23750
0,60,0.071723,46595,0,3105
0,7 (2),0.096284,789317,0,107922
0,7 (3),0.011919,80315,0,221290
0,7 (4),0.020007,112767,0,65987
0,7 (5),0.014682,21282,0,223852
0,7,0.06406,37240,0,18477
0,8 (2),0.012148,93347,0,202494
0,8 (3),0.019734,139273,0,42337
0,8 (4),0.022532,22378,0,137228
0,8,0.06074,37817,0,21051
0,9 (2),0.011614,71504,0,238007
0,9 (3),0.013233,187822,0,83226
0,9 (4),0.180982,10764,0,8980
0,9,0.051492,39877,0,29615
